,GPS,camera,image,exchange,calendar,contact,synchronize,search,screen,lock,message,voicedialing,bluetooth,audio,system,browser,network,signal,display,app,email,setting,calling,wifi,keyboard,car,SD_card,alarm,text,android_market,UI,battery,upgrade,dialing,ringtone,volume,notification,vibrate,video,time,swype,input,multimedia_dock,headset,gtalk,USB,touchscreen,voice_dialing,google_wave,download,youtube,upload,VPN,calculator,monkey,flash,CPU
2010-11,0.0,0.0,0.02179854241928742,0.0,0.13627896663647063,0.0,0.029619699665989666,0.0,0.0,0.05875339468089116,0.058823529411764705,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.03508520134461518,0.05883415223937972,0.052999955921445095,1.7137947380193458E-6,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058818782527992934,0.004709324071494875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04019162159882347,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.032315662920982396,0.0,0.0,0.058828276295536476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-12,0.012565499340857397,0.0,0.020319754609988135,0.0,0.05263157894736842,0.02046409738870476,0.0,0.019291985467850374,0.0,0.0,0.026312254307868363,0.0,0.0,0.02631578947368421,0.03751950097198349,0.07894736842105263,0.0,0.0,0.057666926093390365,0.15650575365400932,0.13757498223211712,0.017658580741369764,0.0,0.0,-3.6355347589662747E-7,0.0,0.05169022192172055,9.413570256478677E-4,0.0,0.1990170170645386,0.038659099495270306,0.0,-3.697821498434667E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042733078969187904,0.003185554405081245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-10,2.8517120042834154E-5,0.0,0.0,0.0,1.4146402280065472E-5,0.0,0.0,0.0,0.0,0.03694467023072067,0.14285714285714285,0.0,0.006112310370145399,0.04718712676169493,0.005655503975928231,0.0,0.0,0.0,0.0743417934121842,0.0,0.07142857142857142,0.0,0.05128682094243574,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.024878253993163867,0.01752736384284694,0.0,0.0,0.0,0.0,0.0,0.0,0.0713859079062485,0.0,0.0,0.07142438882921566,0.09321319621309287,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,
2009-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997875025992203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49988546410200796,2.1249740077969575E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1453589799215146E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09,0.02726258437239743,0.0,0.01542160481640832,0.0,0.014927367619590097,0.01119895408914104,0.008936520837576869,0.0,0.03995318989198336,0.016946201064603143,0.03290022142002083,0.0,0.020797515748742383,0.047353659465412104,0.0,0.026678900724436162,0.02794273834762549,1.2756607732259806E-6,0.019344543034749737,0.05906500064085723,0.061965160006823235,0.06249012057629051,0.0,0.2692294935699962,0.0,0.0,0.0,0.0,0.0,0.030145783665230536,0.011795626944098421,0.0384594490487264,0.0018397929406841376,0.0,0.0167676885011148,0.0,0.0,0.0,0.007970095449675786,0.0,0.0,0.0,0.0,0.0,0.052654063410366526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07795244815267627,0.0,0.0,
2011-08,0.0650623894714,0.0,0.005938668114710944,0.027030814913778844,0.02645302629915928,0.0037967727930074556,0.015981492633196724,0.0018834313913373166,0.053684708174557484,0.0,0.06360383581480489,0.0,0.04052405027601369,0.026396140727999604,0.010255141672221916,0.08010556255261772,0.0,0.0,0.07125230220902468,0.13040270534064033,0.0010524000502247217,0.012729242535133828,0.017664773531619115,0.02702702702702703,0.019103366482031592,0.0,0.0,0.0,0.02319650842291016,0.003917402233171571,0.0032979934920932376,0.016475688799899222,0.009362253495407919,0.0,0.0,0.0,0.024243887779343207,0.02707760497526098,0.03298582701640231,0.02702702702702703,0.0,0.07090141027133261,0.0,0.0,0.027026385731146293,0.0,0.0,0.0,0.0,0.0,0.0075131317184712705,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,
2011-07,0.051865666407165036,0.0,6.153624925242382E-4,0.0,0.02043113236126504,0.02082660372982464,0.021242263908910323,1.0024056344239762E-5,0.08795744234343572,0.005143127102111324,-3.120787637510286E-6,0.0,0.0,0.05479629490305129,0.01654574267979411,0.15008507182347608,0.029903905607883835,0.0,0.03014277555017035,0.10408947520815505,0.014212934191884073,0.05324176272626454,0.011838889383151412,0.015709103802057624,0.0,0.0,0.0,0.0,0.03986565637182137,0.026570552035798323,0.0034303886331542733,0.06612326213704073,0.08227983233656817,0.0,0.0,0.0,0.0,0.0,0.004991270188911026,0.0,0.0,0.010118598706980928,0.0,0.0,0.016786993743865466,0.0,0.0,0.0,0.0,0.020833333333333332,0.010493781544932657,0.0,0.0,0.009017512856380082,0.0,0.020834360621382223,0.0,
2011-06,0.04567192711153362,0.0,0.016736966164223533,0.02539614334440487,0.05263157894736842,0.015588100607754268,0.0,0.0,0.012449854792945417,0.023885795419135148,0.07046533887711581,0.0,0.0,0.06647629593295735,0.03748373118541068,0.14221373333304274,0.02631429836695665,0.0,0.06017647347948363,0.02051156228141272,0.05153269079665664,0.022538187730850034,0.0,0.0,3.506173560141071E-4,0.021395390535894787,0.016482745903605135,0.0,0.019209718409866763,0.0,0.0,0.03113431366561675,0.043507602550756544,0.016295928735287853,0.02631578947368421,0.0,0.031071863434436808,0.0,0.030157899044715483,0.0,0.0,0.05228096159135429,0.0,0.0,0.0,0.004392702323886381,0.0,0.0,0.0,0.0,0.017331788603629335,0.0,0.0,0.0,0.0,0.0,0.0,
2011-05,0.0,0.011341939316180777,0.020409686018075614,0.0,0.0,0.051287136041408735,0.0,0.0,0.09738312463787431,0.03162455466857381,0.007708428354934669,0.0,0.0,0.0471505400695944,0.04786041318949342,0.11146453529644745,0.007787278116132641,0.0,0.014502031262407886,0.10386076905978864,0.007565019431064337,0.010097335000659588,0.02564189641876978,0.032238353129760935,0.04228452284784067,0.0,0.027962365963708515,0.0,0.061003910614134314,0.05280591326639055,0.007767920975267462,0.0,0.03125409541832849,0.02558054124727691,0.0,0.0,0.06060846782918622,0.0,0.04967286293590912,0.0,0.0,0.003013999406662445,0.0,0.0,4.9900098992581513E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010072459385135707,0.0,
2011-04,0.0,0.0,0.015489257765347611,0.017468927856445556,0.06060606060606061,0.030289249641515716,0.0,0.002762839855546146,0.09156629384140606,0.012803741535169071,0.03476023939886831,0.0,0.040059497014152574,0.017556986368053862,0.0,0.12521212287908617,0.0,0.030303030303030304,0.08955148373065978,0.02536275403755308,0.08896939656129661,0.007392507271144974,0.030303030303030304,0.0,0.06807707401566594,0.0,0.0,0.030303030303030304,0.0,0.046728964641695146,0.014503060565936964,0.0,4.98009007334373E-4,0.0,0.0,0.0311776657179057,0.018468733928619804,0.0,0.003320582114114971,0.0,0.0,0.01326450641125231,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022897924023047404,0.0,0.0,0.0,
2011-03,0.061720600329834764,0.018180003853359637,0.07271910790443924,0.0,0.007238571586638688,0.0,0.007005502662091405,0.0,0.08932374869787019,0.0,0.04205783483456933,0.0,0.0,0.029301994130157966,0.01818181818181818,0.07073959090203698,0.0,0.0,0.05960602059403711,0.1174566224302255,0.11412666269196568,0.050728432266617114,0.0034534100547131126,0.02688653080427389,0.015460442195924545,0.0,0.0,0.0,7.596738940785443E-4,0.030081700457173424,0.00859357476429436,0.0,0.02226196795279097,0.0,0.0,0.011894206044591259,0.03235225549065069,0.011167272839943187,0.01760042296721948,0.010943246595179493,0.0,0.03197696669168706,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2011-02,0.0,0.05495594209342099,0.05557213594346961,0.0,0.042159872116826834,0.058644876477732186,2.979063000490313E-6,0.0,0.02921851809834252,0.0,0.10662294859074,0.0,0.08987111161268256,0.03619927837499568,0.025125533187542334,0.02633703745721304,0.08908628113223921,0.0,0.0202303172715587,0.0026357197987951844,0.0,0.007086115069507447,0.05429211185479865,0.015538328371498995,0.0,0.0,0.0,0.0,7.866014813220963E-6,0.0,0.06441508913248176,0.0,0.04021128582126772,0.0,0.0,0.0,0.03302209894617663,0.0,0.0,0.0627768565498985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555767465298447,0.0,0.0,0.030430022368013232,
2011-01,0.0,0.0,0.013964491391015587,0.0,0.0,0.04306210858451623,0.0,0.06037087311393921,0.012057521750238102,0.0,0.08560908262035005,0.0,0.010084317148020302,0.0,0.045454545454545456,0.014831820375838316,0.07593675718666414,0.0,0.06459389795607708,0.049150662496779574,0.04537977415610403,0.05034653109380449,0.045454545454545456,0.04837329252170204,0.02809317268579402,0.0,0.0,0.0,0.06552285426603265,0.04427824482011042,0.0,0.0,0.061441210790567,0.09053918494855026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045455111184805545,0.0,
2009-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999891152170063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884782993653189E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-07,0.0,0.0,0.0,0.0,0.05770052536347047,0.038461538461538464,0.019222551559606445,0.0,0.0,0.13828820967466834,0.050579173283851184,0.0,0.003351931858466835,0.05068717483674974,0.05847990289513479,0.07692307692307693,0.03342426988038636,0.0,0.0,4.4315848603127244E-4,0.07692307692307693,0.005037268581152096,0.10683794758736088,0.0,0.038461538461538464,0.0,0.06353916233963042,0.0,0.0,0.0,0.021819687031750072,0.0,0.038461538461538464,0.038461538461538464,0.012092265853162115,0.0,0.026343903639225744,0.0,0.0,0.0,0.0,0.0,0.0,0.0384706602683086,0.0,0.005989899168736948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-06,0.047527978962693423,0.0,0.05036979891043115,0.0,0.03125,0.0036988156571668485,0.027551184342833122,0.0,0.0,0.06249734929119712,0.03125,0.0,0.0646455994415657,0.0749005706095017,0.0553823670985963,0.0625,0.036114085869306485,0.0,0.07135352597166125,0.021289509910696176,0.03125,0.03108469012686888,0.021379637703606378,0.0,0.0,0.0,0.04969352086543152,0.03125,0.0,0.02276696922387231,0.0,0.0,0.03125,-2.749121134553164E-6,0.03125,0.0,0.005217407926387813,0.0,0.0,0.0,0.0,0.0,0.0,0.04689382307862479,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.026385914130693508,0.0,0.0,0.0,0.0,
