3509,message,#SIM_card#setting#upgrade#email#google_account#message#wifi#image#display#android_market,0.1,#SIM_card#setting#upgrade#message#wifi#image#display#android_market,0.12,#message#image#android_market,0.33,#message,1,#message,1,,0
3419,calling,#SIM_card#bluetooth#display,0,#SIM_card#bluetooth#display,0,#SIM_card#bluetooth,0,#SIM_card#bluetooth,0,#SIM_card#bluetooth,0,#SIM_card#bluetooth,0
5327,email,#app#upgrade#google_account#input,0,#app#upgrade#input,0,#app#upgrade#input,0,#upgrade,0,#upgrade,0,#upgrade,0
5548,message,#SIM_card#time#message#wifi#network#alarm,0.17,#SIM_card#time#message#alarm,0.25,#message#alarm,0.5,#message,1,#message,1,#message,1
5724,contact,#setting#UI#contact#null#keyboard,0.2,#setting#UI#contact#null#keyboard,0.2,#contact#null,0.5,#null,0,#null,0,#null,0
5159,video,#setting#time#video,0.33,#setting#time#video,0.33,#setting#time#video,0.33,#video,1,#video,1,#video,1
3761,contact,#SIM_card#UI#contact#browser#app,0.2,#SIM_card#contact#browser#app,0.25,#contact#browser#app,0.33,#contact,1,#contact,1,#contact,1
3439,email,#time#app#contact#app,0,#app#contact#app,0,#contact#app,0,#contact,0,#contact,0,#contact,0
4357,time,#time#calendar,0.5,#time#calendar,0.5,#time#calendar,0.5,#time,1,#time,1,#time,1
3361,network,#SIM_card#time#upgrade#calling#wifi#browser#image#video,0,#SIM_card#upgrade#wifi#browser#image,0,#SIM_card#upgrade#wifi#image,0,#wifi,0,#wifi,0,#wifi,0
2517,network,#wifi#google_map,0,#wifi#google_map,0,#google_map,0,#google_map,0,#google_map,0,#google_map,0
4997,system,#system#app#image#display#image#app#android_market#alarm,0.12,#system#app#image#display#app#alarm,0.17,#image#display#alarm,0,#image,0,#image,0,#image,0
3380,android_market,#google_account#wifi#android_market#widget,0.25,#google_account#wifi#android_market#widget,0.25,#google_account#wifi#android_market#widget,0.25,#android_market#widget,0.5,#android_market,1,#android_market,1
4245,display,#time#system#email#notification#memory#message#display#calendar#null#alarm,0.1,#time#system#email#notification#memory#display#alarm,0.14,#notification#memory#display,0.33,#display,1,#display,1,,0
5695,contact,#google_account#calling#contact,0.33,#google_account#calling#contact,0.33,#google_account#calling#contact,0.33,#contact,1,#contact,1,#contact,1
2587,network,#SIM_card#setting#UI#wifi#image#image,0,#SIM_card#setting#UI#wifi#image,0,#SIM_card#wifi,0,#SIM_card#wifi,0,#wifi,0,#wifi,0
3542,contact,#memory#message#wifi#contact#keyboard,0.2,#memory#message#wifi#contact#keyboard,0.2,#memory#message#keyboard,0,#message#keyboard,0,#message,0,#message,0
4207,display,#message#system#contact#audio#image#widget,0,#message#system#audio#widget,0,#message#system#audio#widget,0,#message#widget,0,#widget,0,,0
2992,message,#SIM_card#calling#message#image#keyboard,0.2,#calling#message#image,0.33,#calling#image,0,#calling,0,#calling,0,#calling,0
2946,browser,#UI#display#browser,0.33,#UI#display#browser,0.33,#display#browser,0.5,#browser,1,#browser,1,#browser,1
4271,lock,#SIM_card#UI#display#null,0,#SIM_card#UI#display#null,0,#SIM_card#UI#display#null,0,#SIM_card#UI#display,0,#display,0,,0
5202,browser,#SIM_card#UI#browser,0.33,#SIM_card#UI#browser,0.33,#SIM_card#UI#browser,0.33,#SIM_card#UI#browser,0.33,#UI#browser,0.5,#browser,1
2749,calling,#UI#calendar,0,#UI,0,#UI,0,#UI,0,#UI,0,#UI,0
5061,message,#SIM_card#message#wifi#android_market#multi_language,0.2,#SIM_card#message#wifi#android_market#multi_language,0.2,#SIM_card#message#wifi,0.33,#SIM_card#message,0.5,#SIM_card#message,0.5,,0
4327,bluetooth,#bluetooth#email#audio#multi_language,0.25,#bluetooth#email#audio#multi_language,0.25,#bluetooth#email#audio#multi_language,0.25,#bluetooth,1,#bluetooth,1,#bluetooth,1
3806,calculator,#calling#browser#image#keyboard,0,#calling#image#keyboard,0,#calling#keyboard,0,#calling,0,#calling,0,#calling,0
4130,message,#SIM_card#message,0.5,#SIM_card#message,0.5,#SIM_card#message,0.5,#SIM_card#message,0.5,#SIM_card#message,0.5,#message,1
2534,audio,#time#bluetooth#notification#audio#image,0.2,#time#bluetooth#notification#audio#image,0.2,#bluetooth#notification#audio,0.33,#notification#audio,0.5,#notification,0,#notification,0
5656,display,#image#display#null#multi_language,0.25,#image#multi_language,0,#image#multi_language,0,#multi_language,0,#multi_language,0,#multi_language,0
5073,network,#google_account#memory#wifi#app#android_market,0,#google_account#memory#wifi#app#android_market,0,#google_account#wifi#app,0,#google_account#wifi,0,#wifi,0,#wifi,0
3836,message,#SIM_card#email#message#image#android_market#video,0.17,#SIM_card#message,0.5,#SIM_card#message,0.5,#message,1,#message,1,#message,1
4323,audio,#SIM_card#upgrade#memory#input#contact#audio#image#image#widget#null,0.1,#SIM_card#input#contact#image#image#widget#null,0,#input#image#image#widget,0,#input,0,#input,0,,0
3260,youtube,#google_account#image,0,#google_account#image,0,#google_account#image,0,#google_account#image,0,#google_account,0,#google_account,0
5544,message,#setting#message#image#android_market#null#multi_language,0.17,#setting#message#image#android_market#null,0.2,#setting#message#null,0.33,#setting#null,0,#setting#null,0,,0
4811,bluetooth,#bluetooth#calling#widget,0.33,#bluetooth#calling,0.5,#bluetooth#calling,0.5,#calling,0,#calling,0,#calling,0
5457,message,#message#wifi#network#image#display#keyboard,0.17,#message#wifi#network#image#display#keyboard,0.17,#message#wifi#image#display#keyboard,0.2,#display,0,#display,0,,0
3279,memory,#upgrade#image#app#null#null,0,#upgrade#image#null#null,0,#upgrade#image,0,#upgrade,0,#upgrade,0,#upgrade,0
3479,bluetooth,#bluetooth#calling#image#multi_language,0.25,#bluetooth#calling#multi_language,0.33,#bluetooth,1,#bluetooth,1,#bluetooth,1,#bluetooth,1
3472,audio,#SIM_card#bluetooth#system#audio,0.25,#SIM_card#bluetooth#system#audio,0.25,#SIM_card#system#audio,0.33,#system,0,#system,0,#system,0
3932,email,#SIM_card#time#system#email#notification#google_map#null,0.14,#SIM_card#system#email#notification#null,0.2,#email#notification#null,0.33,#null,0,#null,0,#null,0
3298,youtube,#system#app#video#alarm,0,#system#app#video#alarm,0,#system#app#video#alarm,0,#video#alarm,0,#video,0,#video,0
5229,input,#UI#email#input#keyboard,0.25,#UI#email#input#keyboard,0.25,#UI,0,#UI,0,#UI,0,#UI,0
3708,notification,#upgrade#message#alarm,0,#upgrade#alarm,0,#alarm,0,#alarm,0,#alarm,0,#alarm,0
5242,display,#SIM_card#upgrade#calling,0,#SIM_card#calling,0,#SIM_card#calling,0,#SIM_card#calling,0,#calling,0,#calling,0
4152,image,#upgrade#wifi#image#alarm,0.25,#upgrade#image,0.5,#image,1,#image,1,#image,1,#image,1
4639,message,#message#SIM_card#setting#calling#message#wifi#network#contact#android_market#keyboard,0.1,#message#setting#calling#message#wifi,0.2,#calling#message,0.5,#message,1,#message,1,#message,1
4556,bluetooth,#SIM_card#setting#bluetooth#upgrade#image,0.2,#setting#bluetooth#upgrade#image,0.25,#setting#bluetooth#upgrade,0.33,#bluetooth,1,#bluetooth,1,#bluetooth,1
2678,audio,#SIM_card#bluetooth#upgrade#memory#audio,0.2,#SIM_card#upgrade#memory#audio,0.25,#memory#audio,0.5,#audio,1,#audio,1,#audio,1
2831,bluetooth,#SIM_card#bluetooth#notification#multi_language,0.25,#SIM_card#bluetooth#notification,0.33,#SIM_card#bluetooth#notification,0.33,#SIM_card#bluetooth,0.5,#SIM_card#bluetooth,0.5,#bluetooth,1
5694,message,#time#app#message#display#app#alarm,0.17,#app#message#display#app#alarm,0.2,#message#app#alarm,0.33,#message#alarm,0.5,#alarm,0,,0
4330,youtube,#message#UI#memory#wifi#browser#video,0,#message#memory#wifi#browser#video,0,#memory#wifi#video,0,#video,0,#video,0,#video,0
4124,audio,#message#notification#audio#browser#google_map#image,0.17,#message#audio#browser#image,0.25,#audio#image,0.5,#audio#image,0.5,#image,0,#image,0
3342,calling,#time#UI#bluetooth#calling#display#alarm,0.17,#time#UI#bluetooth#display#alarm,0,#time#display#alarm,0,#alarm,0,#alarm,0,#alarm,0
3984,display,#setting#time#memory#image,0,#setting#time#memory#image,0,#setting#time,0,#setting#time,0,#time,0,#time,0
4223,GPS,#SIM_card#app#google_map,0,#SIM_card#google_map,0,#google_map,0,#google_map,0,#google_map,0,#google_map,0
2899,contact,#contact#image,0.5,#contact#image,0.5,#contact#image,0.5,#contact#image,0.5,#contact#image,0.5,#image,0
3138,email,#SIM_card#UI#email#google_account#calling#wifi#image#multi_language#alarm,0.11,#UI#email#calling#wifi#image#multi_language#alarm,0.14,#email#wifi#alarm,0.33,#email#wifi#alarm,0.33,,0,,0
2844,camera,#calling#image#image,0,#calling#image#image,0,#calling#image#image,0,#image,0,#image,0,#image,0
3575,notification,#email#memory#display,0,#email#memory#display,0,#email,0,#email,0,#email,0,#email,0
3978,ringtone,#bluetooth#notification#image#display#null,0,#bluetooth#notification#display,0,#notification#display,0,#notification#display,0,#notification,0,#notification,0
3056,email,#SIM_card#time#email#calendar,0.25,#SIM_card#time#email#calendar,0.25,#SIM_card#time#email#calendar,0.25,#SIM_card#email,0.5,#SIM_card,0,#SIM_card,0
3197,audio,#time#upgrade#notification#message#audio#image#image#app#video#alarm,0.1,#upgrade#notification#message#image#video,0,#notification#video,0,#video,0,#video,0,#video,0
5422,keyboard,#upgrade#keyboard,0.5,#upgrade#keyboard,0.5,#keyboard,1,#keyboard,1,#keyboard,1,#keyboard,1
3267,display,#notification#input#display#null#video,0.2,#notification#input#display#null#video,0.2,#notification#input#display,0.33,#input#display,0.5,#input#display,0.5,,0
3421,network,#email#wifi#image#video,0,#email#wifi#image#video,0,#email#wifi#image#video,0,#wifi,0,#wifi,0,#wifi,0
2937,contact,#email#contact,0.5,#email#contact,0.5,#email#contact,0.5,#email#contact,0.5,#email,0,#email,0
4491,signal,#system#null,0,#system#null,0,#null,0,#null,0,#null,0,#null,0
4434,search,#UI#upgrade#browser#google_map#image#keyboard#multi_language,0,#UI#upgrade#browser#multi_language,0,#UI#browser#multi_language,0,#UI#multi_language,0,#UI,0,#UI,0
