,message,SIM_card,setting,time,UI,bluetooth,system,app,upgrade,email,synchronize,notification,memory,calling,message,wifi,network,input,contact,audio,image,display,browser,google_map,image,app,calendar,android_market,null,UI,keyboard,video,null,language,alarm
2010-07,0.013019413564376482,0.0388143355048156,0.00867037278768679,0.022955811095973718,0.015453031528825994,0.04711190891649067,0.024441244269771345,0.02195147816874644,0.025366308356118528,0.013511866795471384,0.03912452177105369,0.03669762654996036,0.014653277356013858,0.043792139422499814,0.02140015203417318,0.042307222018563156,0.022016860050278888,0.10047646575435705,0.056565059027321535,0.0066800281248971805,0.017383768596698525,0.0520267435227597,0.02021836523799568,0.022067171304017415,0.023684480940411298,0.04588018316755956,0.028343641766368367,0.022130686686693022,0.0390489577014278,0.021913850900468896,0.006377863371214748,0.0294682370348088,0.012898969818458068,0.020328385184856423,0.023219571668866054,
2010-06,0.033029989038526164,0.019634979416495578,0.018766210793783118,0.04697327331897621,0.02784569067671598,0.03656732573797366,0.021452073273514494,0.010086656525473515,0.008430921704605179,0.0342642224293009,0.04087540930643238,0.020729123710107707,0.04563909169556922,0.03570953084362989,0.02650924033633258,0.026474491128882987,0.04262584274317653,0.003780009044477517,0.035339302115521526,0.03899929846658024,0.0037809971891852073,0.013671181993673374,0.01762111190491401,0.024645453589932025,0.017910988400514385,0.06053777218037907,0.046840360250117855,0.032074280731450126,0.02558264897395791,0.026717972600187923,0.009601699558844623,0.06435933311902545,0.024995695263187175,0.035356995060097395,0.022570826878458083,
2009-12,0.0019716899136457745,0.02226144965249526,0.06269780520693784,0.0540877465319754,0.040587177748958835,0.01798469965080208,0.006420899013979425,0.030458310157129253,0.09191665583812772,0.03607304724405526,0.01835238858250203,0.014794208512751122,0.0076256340330504825,0.030856735908254485,0.032776322018878264,0.010178408755639143,0.010905065495397727,0.007959413201335072,0.03634350043665302,2.2034973489673098E-4,0.016504761836601437,0.028796823850705616,0.08205672975537184,0.009743090484417221,0.009370058739089027,0.006299481646918905,0.04420120344052591,0.03205759301576548,0.041758506003847354,0.007974877106779143,0.1117930015866159,0.018620340186907426,0.00550733022908838,0.02112643792155118,0.029718256558350253,
2010-05,0.005805630751482857,0.047347906984631156,0.020899445472841283,0.03585532171633198,0.032994023400144734,0.029475219998384535,0.010810326315162728,0.021617758023699512,0.037538736014553015,0.010087454347202039,0.023179917491020118,0.011798373199218044,0.018272766751517892,0.052627436118200255,0.031149308442589653,0.026224064508960677,0.050934710293226895,0.04052732478489151,0.057563208979838416,0.01140499867890535,0.04603183303221048,0.03252705270481553,0.10075589584675448,0.013512460825462804,0.010127571806463644,0.014548170668512972,0.041753332503201276,0.022933996734252768,0.031157483576033086,0.013328717153761218,0.024180043484803064,0.033066628915653457,0.011086399472117689,0.027407630441792882,0.0014688505613619552,
2009-11,0.027805980642163837,0.026158783966828136,0.041231661758959724,0.020008880685397402,0.023442678089917533,0.026202922894958108,0.009368710747513862,0.012526205810196325,0.02130007514419346,0.08853638352073577,0.007656105417338549,0.06350166525247393,0.028150067229042723,0.06569743491097843,0.02603740955502279,0.044444983814563674,0.0041380833648275665,0.004416860281615679,0.00807828037814486,0.03010680689217256,0.026964690273277903,0.0241476067355625,0.0158166746505621,0.03523439299802994,0.03201249243858364,0.028885820350820525,0.03353094156857936,0.016965900233230042,0.021823998209794842,0.0067443401408074175,0.0615177681670108,0.04226084732691879,0.025145632956244994,0.003126585248985618,0.04701232834454664,
2010-04,0.010990014751429238,0.004456149595978249,0.036459156890997865,0.07882551714790183,0.0534553405948185,0.018175980767561332,0.013266213730974807,0.031137551632064688,0.022600326220543435,0.042142805354381266,0.04275761072637748,0.01804007533243099,0.03731631513266618,0.0021519996911064597,0.0023616436433427307,0.06725483396893468,0.0269089987621392,0.023157937605491598,0.03642077773003474,0.05073626887705727,0.02583443658410356,0.025170302715216555,0.07372142376040021,0.014186817219370557,0.010051269675923897,0.01733260148194461,0.04110044461155043,0.037759571240114934,0.03389697044999262,0.01564952091895712,0.017402810623241206,0.028709669738952854,0.007990367805934494,0.0242536716098063,0.008324603408258071,
2010-03,0.031313369095714076,0.019888982107756983,0.029958038476036338,0.023333833594024925,0.036657536934629135,0.019179782788602343,0.005855002847116707,0.06899101723742952,0.030414771963848643,0.02294238709018938,1.0144797053870872E-4,0.020992257475866454,5.464376866751279E-5,0.004523884763137161,0.06146519005006475,0.05424696201988137,0.014833162557597607,0.007945073871348539,0.002480047675938513,0.03527223710554632,0.011172157286519989,0.014288016582558028,0.033307596293837546,0.0345940575634955,0.038671692023257,0.015044454692316599,0.08774644368490968,0.009932191424699659,0.047901485550122976,0.0010970768906105523,0.038268172105849235,0.014194237216298132,7.919277887679849E-5,0.03149740180710474,0.13175619470560856,
2010-02,0.008299481678486466,0.012687053271204179,0.010696289285593926,0.051775712470914226,0.0032204506353441654,0.004534134995698612,0.006661421841068644,0.019003785461132308,0.04784002697920412,0.015787226974388033,0.00979234537815834,1.086731193463532E-4,0.008269950828436446,0.05564577350666978,-0.00878923130751641,0.09094561493435761,0.04077155432723771,0.032816704568897515,0.03355310721121417,6.763940194079955E-5,0.037500311278472157,0.1033498768239135,0.014854789411577144,0.051618544026580865,0.06611676144786328,0.016972955401582467,0.002393715301923153,0.050886788839006845,0.0950634409001373,0.044188282596333936,0.004184718555549867,0.00810758979180183,0.056775869651183475,0.0010036457613686006,0.003294994650928532,
2010-01,0.16336371430455293,0.065125746676812,0.04889916244922712,0.034496836059270945,0.03353422069233901,0.003466445271924458,0.020083261902702335,0.00991183411726988,0.02431457580244179,0.050079729945752056,0.008089451897431332,0.03681500934184976,0.05323225988393103,0.03047930088050148,0.033946575011388695,0.015605767600349551,6.872886089442946E-4,-0.1787692084428161,0.053690618135526766,0.03108338361611717,0.05569460166692793,0.011368124945043497,0.09038681460421683,0.01252090209583232,0.01147256322250014,0.0076158735928325986,0.02916161039589345,0.03950675044746444,0.01950130963528207,0.0365728988873131,0.09269989809920422,0.010673609841236468,0.026113326600886493,0.00145136311716991,0.017124379092680046,
2010-09,0.026523507484241104,0.011470167791762085,0.01896207102324019,0.01599503202686771,0.018487660581488864,0.22741760235095737,0.012390280258897301,0.06313293561010605,0.037247643917528925,0.026056140375113356,0.04703493427004456,0.015015539299134618,0.014793625431212331,0.02248418695882021,0.04291176283952143,0.02489981756619345,0.022992134832678,0.007898829895599297,0.03768376127759002,0.04581899390849183,0.021828123228312818,0.048895053232755635,0.048920142037251084,0.019703302093631206,0.004419417006550886,0.028358240841316065,0.03875582561913564,0.0495705519012105,0.07941522828919464,-0.1923045153549376,0.014272656975229295,0.03659841763616024,0.008617044549984295,0.035036761194255896,0.01869712305046075,
2010-08,0.028665792937400143,0.015823764008907087,0.029049883874473124,0.019859080931971806,0.04860705480237846,0.023005542395485974,0.012417954954621961,0.014741477889808058,0.03984437610045778,0.02631563174965606,0.05172897330311821,0.03495882466140687,0.03148448945332482,0.027484541548615685,0.032821295902783966,0.036811505386231645,0.038586342764718735,0.015472196022211724,0.026028577460562786,0.045780060864990334,0.031163795736415076,0.020426179740222167,0.04560020036420547,0.03288290403583642,0.02903581348654306,0.019703213299263646,0.04714006030586706,0.030873437147249706,0.03004890422679382,0.011146379320893714,0.011600813247619308,0.020288348296412073,0.0069986788341462065,0.04627154331038626,0.017332361635020756,
