3342,#time#UI#bluetooth#calling#display#alarm,#time#UI#bluetooth#display#alarm,#time#display#alarm,#alarm,#alarm,#alarm,,
3984,#setting#time#memory#image,#setting#time#memory#image,#setting#time,#setting#time,#time,#time,#time,
4223,#SIM_card#app#google_map,#SIM_card#google_map,#google_map,#google_map,#google_map,#google_map,#google_map,
2899,#contact#image,#contact#image,#contact#image,#contact#image,#contact#image,#image,#image,
3138,#SIM_card#UI#email#google_account#calling#wifi#image#multi_language#alarm,#UI#email#calling#wifi#image#multi_language#alarm,#email#wifi#alarm,#email#wifi#alarm,,,,
2844,#calling#image#image,#calling#image#image,#calling#image#image,#image,#image,#image,#image,
3575,#email#memory#display,#email#memory#display,#email,#email,#email,#email,#email,
3978,#bluetooth#notification#image#display#null,#bluetooth#notification#display,#notification#display,#notification#display,#notification,#notification,#notification,
3056,#SIM_card#time#email#calendar,#SIM_card#time#email#calendar,#SIM_card#time#email#calendar,#SIM_card#email,#SIM_card,#SIM_card,,
3197,#time#upgrade#notification#message#audio#image#image#app#video#alarm,#upgrade#notification#message#image#video,#notification#video,#video,#video,#video,,
5422,#upgrade#keyboard,#upgrade#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
3267,#notification#input#display#null#video,#notification#input#display#null#video,#notification#input#display,#input#display,#input#display,,,
3421,#email#wifi#image#video,#email#wifi#image#video,#email#wifi#image#video,#wifi,#wifi,#wifi,#wifi,
2937,#email#contact,#email#contact,#email#contact,#email#contact,#email,#email,#email,
4491,#system#null,#system#null,#null,#null,#null,#null,#null,
4434,#UI#upgrade#browser#google_map#image#keyboard#multi_language,#UI#upgrade#browser#multi_language,#UI#browser#multi_language,#UI#multi_language,#UI,#UI,,
4856,#setting#time#calling#display#image#android_market#null,#time#calling#display#image#null,#time#calling#display#image,#time#calling,#calling,,,
2919,#SIM_card#upgrade#email#wifi#network#null#keyboard,#email#network#keyboard,#email#keyboard,#email,#email,#email,#email,
2911,#SIM_card#browser#null,#SIM_card#browser#null,#browser,#browser,#browser,#browser,#browser,
2857,#bluetooth#upgrade#notification,#bluetooth#upgrade#notification,#bluetooth#upgrade#notification,#bluetooth#notification,#bluetooth#notification,#bluetooth,,
5487,#upgrade#calendar#keyboard,#upgrade#calendar,#upgrade#calendar,#calendar,#calendar,#calendar,#calendar,
4365,#message#setting#time#UI#bluetooth#calling#browser#google_map#widget#video,#message#setting#time#UI#bluetooth#browser#google_map,#message#browser#google_map,#google_map,,,,
4359,#SIM_card#time#alarm,#SIM_card#time,#SIM_card#time,#time,#time,#time,#time,
4561,#message#SIM_card#setting#UI#upgrade#notification#contact#audio#image#google_map#android_market,#SIM_card#setting#notification#contact#audio#google_map,#SIM_card#setting#google_map,#SIM_card#google_map,,,,
4511,#time#calendar,#time#calendar,#time#calendar,#time#calendar,#time#calendar,#time#calendar,#calendar,
5567,#setting#contact#keyboard,#setting#contact#keyboard,#setting#keyboard,#setting#keyboard,#setting,#setting,#setting,
2370,#SIM_card#upgrade#memory#calendar#null#multi_language,#SIM_card#upgrade#calendar#null#multi_language,#SIM_card#calendar#null,#SIM_card#calendar,#SIM_card,#SIM_card,,
5199,#system#memory#wifi#display#widget#alarm,#system#display#widget#alarm,#display#widget#alarm,#alarm,#alarm,#alarm,#alarm,
2993,#message#SIM_card#UI#message#contact,#message#SIM_card#UI#message,#SIM_card#UI#message,#SIM_card#UI,#UI,#UI,,
5050,#SIM_card#image#null#video#null,#SIM_card#image#null#video#null,#image#null#video,#image#video,#video,#video,#video,
5447,#app#display#browser#null#keyboard#alarm,#app#display#null#keyboard#alarm,#null#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
4996,#setting#app#browser#android_market,#app#browser#android_market,#app#browser#android_market,#app#android_market,#app#android_market,#app,,
4908,#time#UI#memory#network#google_map,#UI#memory#network#google_map,#UI#memory#network#google_map,#UI#memory#google_map,#memory,,,
3382,#setting#time#image#calendar,#setting#time#image#calendar,#setting#time#image#calendar,#setting,#setting,#setting,#setting,
4482,#UI#browser#keyboard,#UI#browser#keyboard,#browser#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
5477,#SIM_card#browser,#SIM_card#browser,#SIM_card#browser,#SIM_card#browser,#browser,#browser,#browser,
4194,#SIM_card#email#google_account#calendar,#SIM_card#email#calendar,#SIM_card#email#calendar,#SIM_card,#SIM_card,#SIM_card,#SIM_card,
3688,#message#time#wifi#browser#android_market,#time#wifi#browser,#time#wifi#browser,#wifi,#wifi,#wifi,#wifi,
3033,#SIM_card#notification#audio#app,#notification#app,#app,#app,#app,#app,#app,
4279,#time#memory#display#null,#time#memory#display#null,#time#memory#display#null,#memory#display,#memory,,,
2600,#SIM_card#setting#app#upgrade#message,#SIM_card#setting#app#upgrade#message,#SIM_card#setting#message,#setting,#setting,#setting,#setting,
3717,#message#app#notification#message#google_map#alarm,#app#notification#message#google_map#alarm,#app#notification#google_map#alarm,#alarm,#alarm,#alarm,,
5638,#wifi#image#android_market#null,#wifi#image#android_market#null,#wifi#image#android_market,#image,#image,#image,#image,
2932,#SIM_card#message#wifi#null#multi_language,#SIM_card#wifi#null#multi_language,#SIM_card#null#multi_language,#SIM_card#multi_language,#SIM_card,#SIM_card,#SIM_card,
3879,#google_account#contact#keyboard,#google_account#contact#keyboard,#google_account#contact#keyboard,#google_account#contact,#google_account,#google_account,#google_account,
5186,#setting#time#email#google_account#network#contact#app#calendar,#setting#google_account#network#contact#calendar,#setting#google_account#network#contact,#google_account,#google_account,#google_account,,
5041,#message#setting#email#image,#message#setting#email,#message#email,#message#email,#email,#email,#email,
4019,#message#SIM_card#time#UI#message#alarm,#message#SIM_card#time#message,#SIM_card#time#message,#SIM_card#message,#message,#message,,
2882,#setting#UI#app#input#image,#setting#UI#app#input,#setting#UI#app#input,#setting,#setting,#setting,#setting,
4595,#SIM_card#time#upgrade#email#calling#contact#null,#upgrade#email#calling#contact#null,#upgrade#email#contact#null,#upgrade#null,#upgrade,,,
3660,#email#google_account#message#network#contact#google_map#widget#null,#email#google_account#message#network#contact#google_map#widget,#google_account#message,#google_account#message,#google_account,#google_account,,
4313,#time#memory#browser#calendar#widget#alarm,#time#calendar#widget#alarm,#time#widget#alarm,#widget#alarm,#alarm,#alarm,,
4479,#setting#calendar#keyboard,#setting#calendar#keyboard,#setting#calendar#keyboard,#calendar#keyboard,#calendar#keyboard,#keyboard,,
3204,#memory#image#display#google_map#app#multi_language,#image#display#google_map#app#multi_language,#image#display#app#multi_language,#image#app,,,,
4483,#time#input#app,#input#app,#input#app,#app,#app,#app,#app,
3681,#UI#bluetooth#calling,#UI#bluetooth#calling,#bluetooth#calling,#bluetooth#calling,#bluetooth#calling,#bluetooth#calling,,
5039,#message#setting#email#image,#message#setting#email#image,#message#email,#message#email,#email,#email,#email,
2859,#message#SIM_card#time#UI#message#wifi#widget,#message#SIM_card#time#message#wifi#widget,#SIM_card#time#message,#time,#time,#time,,
3685,#SIM_card#time#UI#display#alarm,#SIM_card#time#UI#display#alarm,#time#UI#display#alarm,#alarm,#alarm,#alarm,#alarm,
3572,#SIM_card#setting#time#app#upgrade#memory#wifi#android_market,#SIM_card#app#upgrade#wifi,#app#upgrade#wifi,#app#wifi,#app#wifi,,,
3822,#setting#time#system#input#display#null,#setting#time#display#null,#time#display#null,#time,#time,#time,#time,
5421,#upgrade#keyboard,#upgrade#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
5021,#upgrade#email#message,#upgrade#email#message,#email,#email,#email,#email,#email,
5366,#message#time#UI#upgrade#input#display#browser#image#widget#keyboard#null,#message#time#UI#upgrade#input#browser#image#keyboard,#UI#image,#image,,,,
3725,#email#notification#wifi#null#alarm,#email#notification#wifi#alarm,#notification#wifi#alarm,#alarm,#alarm,#alarm,#alarm,
4452,#time#UI#image#android_market,#UI#image#android_market,#UI#image#android_market,#image#android_market,#image#android_market,#image,,
4459,#message#audio#display#browser#widget#video,#message#display#browser#video,#display#browser#video,#video,#video,#video,#video,
4103,#SIM_card#app#app,#SIM_card#app#app,#SIM_card,#SIM_card,#SIM_card,#SIM_card,#SIM_card,
3952,#bluetooth#calendar#keyboard,#bluetooth#calendar#keyboard,#bluetooth,#bluetooth,#bluetooth,#bluetooth,#bluetooth,
5101,#upgrade#contact#image#calendar,#upgrade#contact#image#calendar,#upgrade#image#calendar,#image#calendar,#image#calendar,#image,,
4123,#wifi#image#google_map,#wifi#image#google_map,#wifi#image#google_map,#image,#image,#image,#image,
3454,#notification#audio#alarm,#notification#alarm,#notification#alarm,#alarm,#alarm,#alarm,#alarm,
3567,#SIM_card#google_account#memory#display#app,#google_account#memory#display#app,#google_account#display#app,#google_account#app,#google_account#app,,,
4087,#time#calling#wifi#image#alarm,#image#alarm,#image#alarm,#image,#image,#image,#image,
2845,#wifi#null#keyboard,#wifi#keyboard,#wifi#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
3458,#calling#browser#app,#calling#browser#app,#calling#browser#app,#browser#app,#browser,#browser,#browser,
3641,#SIM_card#setting#wifi#image#null,#SIM_card#wifi#image,#SIM_card#wifi#image,#wifi#image,#wifi#image,#image,,
4243,#SIM_card#memory,#SIM_card#memory,#SIM_card#memory,#memory,#memory,#memory,#memory,
3412,#SIM_card#image#android_market#widget,#SIM_card#image#android_market#widget,#SIM_card#image#android_market#widget,#SIM_card#android_market#widget,#SIM_card,,,
5369,#system#email#google_account#calling#image,#system#email#google_account#image,#system#email#image,#email,#email,#email,#email,
4989,#wifi#alarm,#wifi#alarm,#wifi#alarm,#wifi#alarm,#wifi#alarm,#wifi#alarm,#wifi,
4509,#notification,#notification,#notification,#notification,#notification,#notification,#notification,
3255,#SIM_card#null#alarm,#SIM_card#null#alarm,#null#alarm,#null#alarm,#null,#null,#null,
3601,#bluetooth#message#input#browser#app#keyboard,#browser#app#keyboard,#browser#app#keyboard,#app#keyboard,#keyboard,#keyboard,,
4329,#message#UI#memory#wifi#browser#video,#message#memory#wifi#browser#video,#memory#wifi#video,#video,#video,#video,,
5530,#setting#UI#app#upgrade#memory#contact#image#display#image#android_market#multi_language,#app#upgrade#memory#image#display#android_market,#memory#display#android_market,#android_market,,,,
3464,#time#email#google_account#memory#wifi#android_market,#email#memory#wifi,#memory#wifi,#memory,#memory,#memory,#memory,
4558,#setting#notification#calling#audio,#setting#notification#calling#audio,#audio,#audio,#audio,#audio,#audio,
5716,#setting#time#UI#app#calling#android_market,#setting#UI#app#calling,#UI#app#calling,#UI#app,#UI#app,,,
4553,#UI#notification#null#alarm,#UI#notification#null#alarm,#UI#notification,#notification,#notification,#notification,#notification,
3672,#app#calendar#android_market,#calendar,#calendar,#calendar,#calendar,#calendar,#calendar,
4110,#message#image#alarm,#message#image#alarm,#message#image,#message#image,#message#image,#image,#image,
1830,#system#app#network#browser#google_map,#system#network#browser,#system#network,#network,#network,#network,#network,
3043,#SIM_card#system#contact#image#multi_language,#SIM_card#system#contact#image#multi_language,#SIM_card#system#image#multi_language,#system#image#multi_language,,,,
5608,#email,#email,#email,#email,#email,#email,#email,
4302,#app#upgrade#image#null#multi_language,#app#null,#app#null,#null,#null,#null,#null,
5227,#upgrade#email#notification#calling#message,#email#notification#calling,#email#notification#calling,#notification,#notification,#notification,#notification,
4960,#contact#display#browser#google_map#video,#display#browser#google_map#video,#google_map#video,#google_map#video,#google_map#video,#video,,
5612,#wifi#browser#null,#wifi#browser,#browser,#browser,#browser,#browser,#browser,
4808,#SIM_card#upgrade#wifi#image#android_market#null#multi_language,#upgrade#wifi#image#null,#wifi#null,#wifi#null,#wifi,#wifi,#wifi,
3864,#SIM_card#memory#app#android_market,#SIM_card#memory#app#android_market,#SIM_card#memory#app#android_market,#SIM_card#android_market,#android_market,#android_market,#android_market,
4179,#setting#image#keyboard#null,#setting#image#keyboard#null,#setting#image#keyboard#null,#setting#image#keyboard,#setting,,,
1787,#image#null#keyboard,#image#null#keyboard,#image#keyboard,#image,#image,#image,#image,
4510,#SIM_card#time#UI#system#upgrade#notification#image#null#widget,#SIM_card#time#system#upgrade#image#null,#SIM_card#system#upgrade#image#null,#SIM_card#system,,,,
3630,#setting#email#calling#display#keyboard#null#alarm,#setting#email#calling#display#keyboard#null#alarm,#setting#email#display#alarm,#setting#display,,,,
2475,#SIM_card#memory#network#input,#memory#network,#memory#network,#memory,#memory,#memory,#memory,
4278,#browser,#browser,#browser,#browser,#browser,#browser,#browser,
4143,#system#image#keyboard#multi_language,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
4794,#setting#google_account#calling#display#keyboard,#setting#calling#display#keyboard,#setting#calling#display#keyboard,#setting#calling,#setting,,,
3697,#message#image#keyboard,#message#keyboard,#message#keyboard,#message#keyboard,#keyboard,#keyboard,#keyboard,
4317,#app#upgrade#image#image,#app#upgrade#image,#app#upgrade#image,#upgrade#image,#upgrade,#upgrade,#upgrade,
4444,#SIM_card#time#upgrade#wifi#null,#SIM_card#upgrade#wifi,#SIM_card#upgrade#wifi,#SIM_card#upgrade,#upgrade,#upgrade,#upgrade,
4344,#setting#upgrade#wifi#null,#setting#upgrade#wifi#null,#setting#wifi#null,#setting#null,#setting,#setting,,
3453,#message#time#system#google_account#browser#google_map#android_market#null,#message#time#system#google_map#android_market,#time#system#android_market,#time,#time,#time,,
5467,#time,#time,#time,#time,#time,#time,#time,
2933,#setting#upgrade#email#audio#video,#setting#email#audio,#setting#email#audio,#setting#audio,#audio,#audio,#audio,
4453,#SIM_card#upgrade#google_account#message#display#app#null#multi_language,#SIM_card#google_account#message#display#app#multi_language,#SIM_card#google_account#display#app,#app,#app,#app,,
4314,#message#time#memory#audio#google_map#null,#message#time#audio#google_map,#time#audio#google_map,#audio#google_map,#audio#google_map,,,
4412,#UI#app#upgrade#browser#null#null,#UI#browser#null#null,#UI#browser#null,#browser#null,#browser#null,#null,,
5534,#setting#google_account#message#contact#calendar#keyboard,#setting#google_account#contact#calendar#keyboard,#setting#google_account#contact#calendar#keyboard,#setting#calendar,#calendar,,,
5420,#upgrade#keyboard,#upgrade#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
3525,#message#wifi#contact#image#browser,#wifi#contact#image#browser,#wifi#contact#image,#contact,#contact,#contact,#contact,
3019,#SIM_card#time#app#email#audio#image#browser#widget,#SIM_card#time#email#audio#image#browser,#time#audio#browser,#time#audio,#audio,,,
3796,#SIM_card#calling#message#contact#widget#video,#SIM_card#calling#message#widget,#SIM_card#calling#widget,#SIM_card#calling,#calling,#calling,,
3486,#wifi#alarm,#wifi#alarm,#alarm,#alarm,#alarm,#alarm,#alarm,
4517,#google_map#image#keyboard,#google_map#image#keyboard,#google_map#image,#image,#image,#image,#image,
2586,#UI#wifi#alarm,#UI#wifi#alarm,#wifi#alarm,#wifi#alarm,#wifi#alarm,#alarm,#alarm,
4147,#memory#calling#contact#image#display#google_map#null#keyboard,#calling#contact#display#google_map#null,#contact#display#null,#display,#display,#display,,
3490,#SIM_card#wifi#network#null,#SIM_card#network#null,#SIM_card#network#null,#SIM_card#network,#SIM_card,#SIM_card,#SIM_card,
4878,#SIM_card#memory#calling#message#google_map,#memory#calling#google_map,#memory#calling#google_map,#memory#google_map,#memory#google_map,,,
3299,#time#audio#alarm,#time#audio#alarm,#time#audio#alarm,#audio,#audio,#audio,#audio,
4466,#memory#calendar#widget#alarm,#memory#calendar#widget#alarm,#memory#alarm,#memory#alarm,#alarm,#alarm,#alarm,
5147,#setting#contact#display#keyboard,#setting#contact#display#keyboard,#setting#contact#display,#setting,#setting,#setting,#setting,
4925,#bluetooth#calling,#bluetooth#calling,#bluetooth#calling,#bluetooth#calling,#calling,#calling,#calling,
5040,#message#setting#email#image,#message#setting#email,#message#email,#message#email,#email,#email,#email,
3943,#upgrade#message#audio#image#null,#upgrade#message#image,#image,#image,#image,#image,#image,
4241,#memory#input#audio#display#google_map#image#null#widget#video#multi_language,#input#display#image#null#video,#display#image#null#video,#video,#video,,,
3022,#SIM_card#setting#image#keyboard#multi_language,#setting#image#keyboard#multi_language,#setting#image#keyboard#multi_language,#setting#multi_language,#setting,,,
4297,#UI#keyboard,#UI#keyboard,#UI#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
2892,#email#contact#image#calendar#null,#email#contact#image#calendar,#email#contact#image#calendar,#email,#email,#email,,
5326,#SIM_card#upgrade#calendar#widget,#SIM_card#upgrade#calendar#widget,#upgrade#calendar,#upgrade,#upgrade,#upgrade,#upgrade,
3698,#message#image#keyboard,#message#keyboard,#message#keyboard,#message#keyboard,#keyboard,#keyboard,#keyboard,
3237,#network#browser#android_market#null,#network,#network,#network,#network,#network,#network,
3431,#SIM_card#display#null#widget,#SIM_card#display#null,#SIM_card#display,#display,#display,#display,#display,
4213,#UI#system#app#email#memory#calling#message,#UI#system#memory#message,#UI#system#memory#message,#memory,#memory,#memory,,
5310,#app#input#null#null,#app#null#null,#app#null#null,#app#null,#app#null,#null,,
2719,#SIM_card#message#keyboard#multi_language,#message#keyboard#multi_language,#message,#message,#message,#message,#message,
2727,#setting#system#email#google_account#browser#app#calendar#null#keyboard#multi_language#alarm,#system#email#browser#app#calendar#null#keyboard#multi_language#alarm,#email#app#keyboard,,,,,
4328,#SIM_card#upgrade#calling#calendar#multi_language,#SIM_card#upgrade#calling#multi_language,#SIM_card#upgrade#multi_language,#SIM_card#upgrade,#SIM_card#upgrade,#SIM_card,,
3730,#message#SIM_card#UI#upgrade#wifi#image#browser,#message#SIM_card#UI#image#browser,#SIM_card#image#browser,#browser,#browser,#browser,#browser,
2626,#SIM_card#upgrade#calendar#null#multi_language,#SIM_card#upgrade#multi_language,#SIM_card#upgrade#multi_language,#SIM_card,#SIM_card,#SIM_card,#SIM_card,
5236,#memory#image#android_market#widget#alarm,#memory#image#android_market#alarm,#image#android_market,#android_market,#android_market,#android_market,#android_market,
3863,#SIM_card#bluetooth#upgrade#memory#calling#contact#calendar#multi_language,#SIM_card#bluetooth#memory#calling#calendar#multi_language,#SIM_card#bluetooth#calling,#SIM_card#calling,#SIM_card,,,
3653,#message#SIM_card#setting#upgrade#wifi#keyboard,#SIM_card#setting#upgrade#wifi#keyboard,#SIM_card#setting#upgrade#wifi,#upgrade#wifi,#upgrade,#upgrade,,
3035,#UI#wifi#network#image,#wifi#network#image,#wifi#network,#wifi,#wifi,#wifi,#wifi,
3551,#SIM_card#email#google_map#widget,#SIM_card#email#google_map#widget,#email#widget,#email,#email,#email,#email,
4105,#SIM_card#email#app#keyboard,#SIM_card#email#app,#SIM_card#email#app,#SIM_card#email#app,#SIM_card#app,,,
3278,#message#bluetooth#notification#image#display,#message#bluetooth#image#display,#bluetooth#image,#bluetooth#image,#bluetooth#image,#image,,
2940,#SIM_card#time#upgrade#message#network#browser,#time#message#network,#time#message#network,#message,#message,#message,#message,
2990,#SIM_card#notification#image,#SIM_card#image,#SIM_card#image,#SIM_card#image,#SIM_card#image,#SIM_card#image,#image,
3087,#message#setting#upgrade#image#display#app#keyboard,#image#display#keyboard,#display#keyboard,#display#keyboard,#keyboard,#keyboard,#keyboard,
2789,#SIM_card#time#upgrade#calling#image#alarm,#SIM_card#time#upgrade#calling,#SIM_card#time#upgrade#calling,#SIM_card#upgrade,#SIM_card,#SIM_card,,
5042,#message#setting#email#image,#message#setting#email,#message#email,#message#email,#email,#email,#email,
3840,#time#UI#system#display#image#android_market#alarm,#time#UI#system#display#image#android_market#alarm,#UI#system#display#image#android_market,#UI,,,,
4715,#UI#display#keyboard#video#alarm,#UI#display#keyboard#video#alarm,#UI#display#keyboard#video,#display#keyboard,#display,,,
4975,#UI#google_account#browser#google_map#android_market#keyboard,#UI#browser#keyboard,#UI#keyboard,#UI#keyboard,#keyboard,#keyboard,#keyboard,
5201,#SIM_card#app#browser#widget,#SIM_card#app#browser,#browser,#browser,#browser,#browser,#browser,
5012,#notification#message#audio,#notification#audio,#notification#audio,#notification#audio,#notification#audio,#notification,#notification,
3007,#display#null,#display#null,#display#null,#display#null,#display#null,#null,#null,
3954,#bluetooth#audio#app#keyboard#video#null,#bluetooth#audio#null,#bluetooth#null,#bluetooth#null,#bluetooth#null,#bluetooth,#bluetooth,
3227,#app#message#multi_language,#app#message#multi_language,#app#multi_language,#app#multi_language,#app,#app,#app,
5438,#setting#image#google_map#calendar#keyboard,#setting#image#google_map#calendar#keyboard,#setting#google_map#calendar#keyboard,#google_map#calendar,#google_map#calendar,,,
3799,#email#message#calendar#null,#email#message,#email#message,#email#message,#email,#email,#email,
4085,#message#SIM_card#time#upgrade#notification#display#image#null#video,#time#notification#display#image,#time#image,#time,#time,#time,#time,
4656,#setting#input#widget#alarm,#setting#input#widget#alarm,#setting#widget#alarm,#alarm,#alarm,#alarm,#alarm,
2602,#email#image#video,#email#image#video,#email#image#video,#image#video,#video,#video,#video,
3920,#message#SIM_card#setting#app#contact#image#calendar,#SIM_card#setting#app#contact#calendar,#SIM_card#setting#app#calendar,#SIM_card#calendar,#calendar,,,
5418,#SIM_card#time#bluetooth#system#upgrade#display#google_map#android_market,#SIM_card#time#upgrade#google_map#android_market,#time#upgrade#android_market,#time,#time,#time,,
2524,#UI#upgrade#image#android_market,#UI#upgrade#image#android_market,#UI#image#android_market,#UI#android_market,#UI,#UI,#UI,
3769,#system#app#calling#input#contact#image#keyboard,#system#app#calling#input#contact#image#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,#keyboard,
